Kanji,Hiragana,Meaning,Level,Example,CorrectCount,WrongCount,IsDifficult
予期＜する＞,よき＜する＞,Sự dự đoán,N2,その事故（じこ）は全（まった）く予期（よき）できなかった。,0,0,False
流す,ながす,"Chảy, làm cho trôi đi, mở nhạc",N2,①被害（ひがい）者（しゃ）の親（おや）は涙（なみだ）を流（なが）して犯人（はんにん）の逮捕（たいほ）を訴（うった）えた。,0,0,False
爆発＜する＞,ばくはつ＜する＞,Vụ nổ,N2,大（おお）きな化学（かがく）工場（こうじょう）が爆発（ばくはつ）した。,0,0,False
抜く,ぬく,"Làm ẩu, cẩu thả, gỡ, tháo, nhổ, kéo",N2,①工事（こうじ）の手（て）を抜（ぬ）いたことで大（だい）事故（じこ）が起（お）こった。,0,0,False
火災,かさい,"Hỏa hoạn, sự cháy",N2,工場（こうじょう）で爆発（ばくはつ）があり、火災（かさい）が発生（はっせい）した。,1,0,False
消防車,しょうぼうしゃ,Xe chữa chaý,N2,消防車（しょうぼうしゃ）が何（なん）台（だい）も工場（こうじょう）に向（む）かっている。,0,0,False
少なくとも,すくなくとも,"Tối thiểu là, ít nhất cũng",N2,爆発（ばくはつ）で少（すく）なくとも5人（にん）が大（だい）けがをした。,0,0,False
救助＜する＞,きゅうじょ＜する＞,"Sự cứu giúp, cứu hộ",N2,事故（じこ）の被害（ひがい）者（しゃ）は、すぐに救助（きゅうじょ）された。,0,0,False
挑戦＜する＞,ちょうせん＜する＞,Thử thách,N2,今年（ことし）、N2の試験（しけん）に挑戦（ちょうせん）することにした。,0,0,False
範囲,はんい,Phạm vi,N2,次（つぎ）の試験（しけん）の範囲（はんい）は広（ひろ）い。,0,0,False
パターン,パターン,"Kiểu, mẫu",N2,文法（ぶんぽう）の問題（もんだい）には、いろいろなパターンがある。,0,0,False
あらゆる,あらゆる,Tất cả,N2,試験（しけん）前（まえ）にあらゆるパターンの問題（もんだい）をやってみた。,0,0,False
課題,かだい,"Đề tài, vấn đề",N2,①小論文（しょうろんぶん）の課題（かだい）は地球（ちきゅう）温暖（おんだん）化（か）についてだった。,0,0,False
段落,だんらく,Đoạn,N2,最後（さいご）の段落（だんらく）に重要（じゅうよう）なことが書（か）かれている。,0,0,False
箇所,かしょ,"Chỗ, điểm",N2,問題（もんだい）に訂正（ていせい）箇所（かしょ）があった。,0,0,False
用紙,ようし,Mẫu giấy,N2,問題（もんだい）と解答（かいとう）、2種類（しゅるい）の用紙（ようし）が配（くば）られた。,0,0,False
応用＜する＞,おうよう＜する＞,"Sự ứng dụng, áp dụng",N2,この問題（もんだい）は前（まえ）に勉強（べんきょう）した式（しき）を応用（おうよう）すれば、解（と）ける。,0,0,False
選択＜する＞,せんたく＜する＞,"Sự lựa chọn, chọn lọc",N2,4つの中（なか）から一（ひと）つを選択（せんたく）して、答（こた）えましょう。,0,0,False
当てはまる,あてはまる,"Đúng, thích hợp",N2,次（つぎ）の言葉（ことば）の中（なか）から当（あ）てはまるものを選（えら）びましょう。,0,0,False
述べる,のべる,Trình bày,N2,この段落（だんらく）で筆者（ひっしゃ）が意見（いけん）を述（の）べている。,0,0,False
言い換える,いいかえる,"Nói cách khác, đổi",N2,次（つぎ）の言葉（ことば）を別（べつ）の言葉（ことば）に言い換（いいか）えましょう。,0,0,False
考え込む,かんがえこみ,"Suy nghĩ (một cách tập trung, chăm chú)",N2,問題（もんだい）が難（むずか）しくて、考え込（かんがえこ）んでしまった。,0,0,False
限る,かぎる,"giới hạn, chỉ có",N2,①問題（もんだい）を解（と）く時間（じかん）は限（かぎ）られている。,0,0,False
紛らわしい,まぎらわしい,Mơ hồ,N2,Ｎ（えぬ）2になると、紛（まぎ）らわしい選択肢（せんたくし）も増（ふ）えてくる。,0,0,False
さっぱり（～ない）,,Hoàn toàn (không ~),N2,この問題（もんだい）は、いくら考（かんが）えてもさっぱりわからない。,0,0,False
勘,かん,"Trực giác, linh cảm",N2,わからない問題（もんだい）は勘（かん）を働（はたら）かせて答（こた）える。,0,1,True
本番,ほんばん,"Buổi (ngày) chính thức, thực thụ",N2,試験（しけん）の本番（ほんばん）が近（ちか）づいてきて、緊張（きんちょう）している。,0,0,False
迫る,せまる,"Tiến gần, gần sát",N2,①試験（しけん）の日（ひ）が迫（せま）ってきた。,0,0,False
必死な,ひっしな,"Quyết tâm, hết sức",N2,合格（ごうかく）を目指（めざ）して、必死（ひっし）に頑張（がんば）った。,0,1,True
いっせいに,いっせいに,Đồng loạt,N2,受験生（じゅけんせい）はいっせいに問題（もんだい）を読（よ）み始（はじ）めた。,0,0,False
終了＜する＞,しゅうりょう＜する＞,"Sự kết thúc, chấm dứt",N2,「終（お）わりです」という声（こえ）で、試験（しけん）が終了（しゅうりょう）した。,0,0,False
回収＜する＞,かいしゅう＜する＞,Sự thu hồi,N2,試験（しけん）終了（しゅうりょう）後（ご）、問題（もんだい）用紙（ようし）と解答（かいとう）用紙（ようし）が回収（かいしゅう）された。,0,0,False
採点＜する＞,さいてん＜する＞,Việc chấm điểm,N2,採点（さいてん）はコンピューターで行（おこな）われる。,0,0,False
確実な,かくじつな,Chắc chắn,N2,彼（かれ）なら、合格（ごうかく）は確実（かくじつ）だと思（おも）う。,0,0,False
競技＜する＞,きょうぎ＜する＞,Bộ môn thi đấu,N2,オリンピックの新（あたら）しい競技（きょうぎ）が決（き）まった。,0,0,False
競う,きそう,"Cạnh tranh, ganh đua",N2,8チームが優勝（ゆうしょう）を競（きそ）って戦（たたか）っている。,0,0,False
戦う,たたかう,"Chiến đấu, giao tranh",N2,次（つぎ）の試合（しあい）で人気（にんき）チーム同士（どうし）が戦（たたか）う。,0,0,False
勝負＜する＞,しょうぶ＜する＞,"Sự thắng bại, sự thi đấu",N2,ライバルの選手（せんしゅ）と勝負（しょうぶ）して、負（ま）けた。,0,0,False
勝敗,しょうはい,"Sự thắng bại, kết quả thi đấu",N2,この試合（しあい）は、なかなか勝敗（しょうはい）が決（き）まらない。,0,0,False
勝利＜する＞,しょうり＜する＞,Thắng lợi,N2,ついに、我々（われわれ）のチームが大（おお）きな試合（しあい）で勝利（しょうり）した.,0,0,False
破る,やぶる,"Đánh bại, xé rách",N2,ずっと優勝（ゆうしょう）を逃（のが）していた選手（せんしゅ）が、とうとうライバルを破（やぶ）った。,0,0,False
やっつける,やっつける,Đánh đuổi,N2,今（いま）こそ敵（てき）をやっつけよう。,0,0,False
敗れる,やぶれる,"Bị đánh bại, thua",N2,逆転（ぎゃくてん）でライバルに敗（やぶ）れてしまった。,0,0,False
攻める,せめる,Tấn công,N2,優勝（ゆうしょう）候補（こうほ）の選手（せんしゅ）が、積極（せっきょく）的（てき）に相手（あいて）を攻（せ）めている。,0,0,False
逆転＜する＞,ぎゃくてん＜する＞,"Sự xoay ngược, đổi ngược tình thế",N2,試合（しあい）の最後（さいご）に逆転（ぎゃくてん）した。,0,0,False
開会＜する＞,かいかい＜する＞,Sự khai mạc,N2,10時（じ）から開会（かいかい）式（しき）が行（おこな）われる。,0,0,False
中断＜する＞,ちゅうだん＜する＞,"Sự gián đoạn, dừng lại",N2,大雨（おおあめ）で試合（しあい）が中断（ちゅうだん）された。,0,0,False
延長＜する＞,えんちょう＜する＞,"Sự kéo dài, đấu thêm giờ",N2,同点（どうてん）で試合（しあい）は延長（えんちょう）になった。,0,0,False
勇ましい,いさましい,"Mạnh mẽ, vững chãi",N2,選手（せんしゅ）達（たち）の勇（いさ）ましい声（こえ）で、試合（しあい）が始（はじ）まった。,0,0,False
勢い,いきおい,"Uy lực, sức mạnh",N2,①このチームは勢（いきお）いがあるので、勝（か）つだろう。,0,0,False
さすが[に],さすが[に],Quả là,N2,去年（きょねん）の優勝（ゆうしょう）チームはさすがに強（つよ）い。,0,0,False
観逆,かんきゃく,Khán giả,N2,競技（きょうぎ）場（じょう）に多（おお）くの観（かん）逆（ぎゃく）が集（あつ）まった。,0,0,False
敵,てき,"Đối phương, kẻ thù",N2,試合（しあい）前（まえ）に敵（てき）と味方（みかた）に分（わ）かれて練習（れんしゅう）する。,0,0,False
グラウンド,グラウンド,"Sân bóng, sân",N2,グラウンドに観客（かんきゃく）の声（こえ）が響（ひび）いた。,0,0,False
順位,じゅんい,"Thứ tự, thứ hạng",N2,去年（きょねん）より上（うえ）の順位（じゅんい）を目指（めざ）したい。,0,0,False
トレーナー,トレーナー,"Huấn luyện viên, áo thể thao",N2,①あの選手（せんしゅ）のトレーナーは厳（きび）しいらしい。,0,0,False
指導＜する＞,しどう＜する＞,"Chỉ đạo, hướng dẫn",N2,有名（ゆうめい）な選手（せんしゅ）に指導（しどう）を受（う）ける。,0,0,False
取り入れる,とりいれる,Đưa vào,N2,今年（ことし）から新（あたら）しいトレーニング法（ほう）を取り入（とりい）れている。,0,0,False
ハードな,ハードな,"Cứng rắn, khắc nghiệt, vất vả",N2,優勝（ゆうしょう）するために毎日（まいにち）ハードな練習（れんしゅう）をこなす。,0,0,False
通用＜する＞,つうよう＜する＞,"Thông dụng, được tiếp nhận",N2,彼（かれ）は世界（せかい）に通用（つうよう）する選手（せんしゅ）になるはずだ。,0,0,False
技,わざ,"Chiêu thức, kỹ năng, kỹ xảo",N2,彼女（かのじょ）の技（わざ）は誰（だれ）も真似（まね）できない。,0,0,False
今に,いまに,Chẳng mấy chốc,N2,彼（かれ）は今（いま）にきっと一流（いちりゅう）の選手（せんしゅ）になる。,0,1,True
大地,だいち,"Trái đất, vùng đất",N2,アフリカの大地（だいち）を、いつか訪（おとず）れたい。,0,0,False
広大な,こうだいな,"Bao la, rộng lớn",N2,広大（こうだい）な森林（しんりん）には多（おお）くの動物（どうぶつ）がいる。,0,0,False
